,PRODUTC,VALUE,DATETIME,DW_A_NUMBER_INT,DW_B_NUMBER_INT,CELL_ID,SITE_ID,PRODUCT,DATE_TIME,DW_A_NUMBER,DW_B_NUMBER,CELLID,SIET_ID
2791,,20,,3f2bb82b20eec47,cfc4407788f5c9f,,,Voice,2012-05-09 00:00:46.0,,,4cfd000cb4,af34115792
2792,,36,,ade012d43e12b36,26f72e2eb9c2146,,,Voice,2012-05-09 00:00:46.0,,,05c15d7e09,49793d0843
2793,,30,,7de531e7a189e3e,0a04251b0d8d24f,,,Voice,2012-05-09 00:00:46.0,,,2bfe22b150,c6400e443f
2794,,18,,b7a415cb533d381,f8a916c4e74a69b,,,Voice,2012-05-09 00:00:46.0,,,7e9ff300c0,b00aef3193
2795,,0,,900d93e9a9aa62f,5a4dc9e82deb309,,,data,2012-05-09 00:00:46.0,,,ffa6759bb2,
2796,,467,,76815b9bc3abb69,5a4dc9e82deb309,,,data,2012-05-09 00:00:46.0,,,ffa6759bb2,
2797,,0,,48247899fbe0128,5a4dc9e82deb309,,,data,2012-05-09 00:00:46.0,,,ffa6759bb2,
2798,,0,,0236e48440e4109,5a4dc9e82deb309,,,data,2012-05-09 00:00:46.0,,,ffa6759bb2,
2799,,0,,e5511f64cafb529,5a4dc9e82deb309,,,data,2012-05-09 00:00:46.0,,,CZn1sFJ1kx,CZn1sFJ1kx
2800,,57,,371caeb9e6c388c,c68e23917191580,,,Voice,2012-05-09 00:00:46.0,,,LfzZVh+YOT,LfzZVh+YOT
2801,,25,,a9544c66aff2457,25112d28ec45f89,,,sms,2012-05-09 00:00:47.0,,,0b3d50be80,2e335d2f79
2802,,25,,37409cc6e7df3d4,d3497cc5c72651f,,,sms,2012-05-09 00:00:47.0,,,194a62eeca,56c70baa97
2803,,0,,b5315b446fc205a,bb730f80cdd16c9,,,sms,2012-05-09 00:00:47.0,,,42f7c74041,1ed7b897b7
2804,,0,,bb0c1e7217a6d42,8255723c2fcc136,,,sms,2012-05-09 00:00:47.0,,,60d4453738,b5a37bf516
2805,,25,,609d9294e1afe96,d8d83bf53f1b966,,,sms,2012-05-09 00:00:47.0,,,f8f987f764,651c6d67d4
2806,,0,,b4b90224dd10555,37334a54466bb3e,,,sms,2012-05-09 00:00:47.0,,,3f243b59d2,7c7a7a71b5
2807,,0,,c542f54d66e7f54,5f128b162cf35a9,,,sms,2012-05-09 00:00:47.0,,,485ef0de75,5d5b23bfed
2808,,25,,5a30b8fe25a309e,409c2f9b691d75d,,,sms,2012-05-09 00:00:47.0,,,4db5de545c,5818d7383c
2809,,25,,08f2f9d9dfdd19f,0b1f773f7332698,,,sms,2012-05-09 00:00:47.0,,,8db6ad17c2,098f2f154a
2810,,0,,c818e66646d3741,659107aeb36cc9d,,,sms,2012-05-09 00:00:47.0,,,0781f625a1,09983c438b
2811,,50,,79bda9366b20d27,9456948446f05cb,,,sms,2012-05-09 00:00:47.0,,,2e93a4410e,521d2ac7b9
2812,,0,,d400f8ea601148b,eb5a645dcad2647,,,sms,2012-05-09 00:00:47.0,,,b78724d6fc,ea07812c27
2813,,0,,38353b37b8c2766,93343ba6e41af95,,,sms,2012-05-09 00:00:47.0,,,504aba9583,73e790ba16
2814,,0,,e72fc13c3a2edad,b080b1d247fde0c,,,sms,2012-05-09 00:00:47.0,,,803fc75877,d96dcd5475
2815,,0,,a4b061fd57cca21,0ed525e826cbbf8,,,sms,2012-05-09 00:00:47.0,,,6dd4700581,854b64b46a
2816,,0,,66dfeea5e7c44b7,7c24f6825a86efd,,,sms,2012-05-09 00:00:47.0,,,e3ee1e6918,56f4902f89
2817,,25,,16f659d930fa368,888ebc50b7eb82b,,,sms,2012-05-09 00:00:47.0,,,50a1aa3c04,64ea988424
2818,,0,,0045ca972cd0a77,93343ba6e41af95,,,sms,2012-05-09 00:00:47.0,,,be6853dbcc,ffa6bdc032
2819,,0,,fef1ee9208b473b,93343ba6e41af95,,,sms,2012-05-09 00:00:47.0,,,1fae208227,c57de6fa4a
2820,,25,,cbade3ada8711bb,f8c6690715059a0,,,sms,2012-05-09 00:00:47.0,,,185f229867,547385b9d5
2821,,0,,12245fbce9e6561,e09e736e46c5c3d,,,sms,2012-05-09 00:00:47.0,,,18aeb675b9,57081faa8e
2822,,25,,b211d32fe77bb4a,e297192c490ebb0,,,sms,2012-05-09 00:00:47.0,,,19c95a8eca,ba8ce6e4ef
2823,,25,,3c347a6df28c811,77ced9367ae0dd2,,,sms,2012-05-09 00:00:47.0,,,57ffe34d97,84e3e7f10d
2824,,0,,dc8bdf352c22add,93343ba6e41af95,,,sms,2012-05-09 00:00:47.0,,,faff946e0a,f27ed073f0
2825,,0,,634a84d1cf2f629,3b50d8a9ef18d45,,,sms,2012-05-09 00:00:47.0,,,45c353478b,5d5461a9c5
2826,,25,,6e053dbc8d5d0c7,978f10e94a4f064,,,sms,2012-05-09 00:00:47.0,,,b74312c853,2825b16be5
2827,,0,,0131e8bd79dc1ce,eacd3bdcbea2dbf,,,sms,2012-05-09 00:00:47.0,,,2bf510682b,e1629ca4b7
2828,,0,,3310b5038660ff0,94abac59750a81a,,,sms,2012-05-09 00:00:47.0,,,0bb30f4eb8,7ee1a1444f
2829,,50,,c239a829fe482d5,1a94ee93c318b4a,,,sms,2012-05-09 00:00:47.0,,,ef264f7459,01c428bbac
2830,,32,,4da3b98a279f7fd,0cfeaf8007229e1,,,Voice,2012-05-09 00:00:47.0,,,dae405827e,8e6413d5b8
2831,,88,,10721e886c51a9e,c7265be37ea72e9,,,Voice,2012-05-09 00:00:47.0,,,df1f148700,81f4c462f7
2832,,88,,39d22f0445c1fe9,f25091473522509,,,Voice,2012-05-09 00:00:47.0,,,1ef606a198,6e10745cb4
2833,,8,,206702f633096ec,9d35aa9227d87e1,,,Voice,2012-05-09 00:00:47.0,,,a5886b5b03,0d29cf42e0
2834,,160,,271f29074f5b5ed,354725b47e0726e,,,Voice,2012-05-09 00:00:47.0,,,b9146a7f83,f3c2363885
2835,,52,,bbcc03a100b38e5,d4aafbc4b8ffda1,,,Voice,2012-05-09 00:00:47.0,,,52b8cb68f9,b31b14d48a
2836,,47,,34713f6ed3829fe,f31181861c2ce82,,,Voice,2012-05-09 00:00:47.0,,,de92883668,75bef3291a
2837,,109,,6d905b63f771bbd,ddb457f30a4519e,,,Voice,2012-05-09 00:00:47.0,,,746d16590f,041d9f3af5
2838,,0,,5bf5927e76aad0a,b617a6355cb13ac,,,Voice,2012-05-09 00:00:47.0,,,2c1859b5fd,2c0cbe7cc1
2839,,40,,d0cb60f1a963915,fdcc2583c3ff79c,,,Voice,2012-05-09 00:00:47.0,,,613afb4ef6,40bb97c420
2840,,1,,b0906ddacbca418,5b54313a40d2f35,,,Voice,2012-05-09 00:00:47.0,,,5eb266f671,4e76973e5a
2841,,7,,86bf2af5bbb96f5,71df0674490d840,,,Voice,2012-05-09 00:00:47.0,,,3daef6bbfc,daa1671776
2842,,72,,f097e5e5def2da4,0a2ca846bb8628c,,,Voice,2012-05-09 00:00:47.0,,,4e45b06e26,eaad357293
2843,,0,,3397877fb49ce6c,4ed0a0d354ea020,,,Voice,2012-05-09 00:00:47.0,,,62808d0fa7,eeca22cecc
2844,,0,,393d08d7d0f2ffe,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2845,,0,,ed98b95442b23d9,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2846,,50,,e2659d199632e35,95ea9175631d34d,,,Voice,2012-05-09 00:00:47.0,,,d22224b2fa,2d58cad870
2847,,0,,23c10b60c9758a5,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2848,,0,,7163febc8d08584,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2849,,0,,2e64124e1647640,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2850,,0,,d9d8cd92f46650f,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2851,,0,,aeb46653171fd48,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2852,,0,,f71b88416d0e2e9,5a4dc9e82deb309,,,data,2012-05-09 00:00:47.0,,,ffa6759bb2,
2853,,25,,5e84fbb1c5f56ae,563b4ec6dcb0ad5,,,sms,2012-05-09 00:00:48.0,,,294c5de37f,7c7a7a71b5
2854,,0,,045a14285047016,ac28378e660087f,,,sms,2012-05-09 00:00:48.0,,,5098c9e365,75bef3291a
2855,,0,,a0a597384c612d7,d24c6bf4c0ff429,,,sms,2012-05-09 00:00:48.0,,,dd11e50b5d,1ddea341cd
2856,,50,,9ed2f336e8ef260,e5892006640b1c6,,,sms,2012-05-09 00:00:48.0,,,4783127847,8cdff2a0a2
2857,,0,,df364f5fc8cf3c4,aaaf0e4bdec7311,,,sms,2012-05-09 00:00:48.0,,,c5bb5bc760,15234696d7
2858,,0,,0770c6ce7a21dc4,93343ba6e41af95,,,sms,2012-05-09 00:00:48.0,,,189a0fa37b,d982ba5017
2859,,0,,b8c01a6ab44ab11,b8c01a6ab44ab11,,,sms,2012-05-09 00:00:48.0,,,8e639bfacf,c57de6fa4a
2860,,25,,d1c8cc2ee3e4c8e,9bb30a9a1f7dcaa,,,sms,2012-05-09 00:00:48.0,,,f1d92c97f9,f7f56b7293
2861,,25,,b5d385ed2651c0d,7b80ebe4ca412e5,,,sms,2012-05-09 00:00:48.0,,,df60172f8b,54be031036
2862,,25,,ebd6d4a192a8f2d,7311950751d66da,,,sms,2012-05-09 00:00:48.0,,,be04d38f70,c15166ba4d
2863,,0,,99d837dba80583f,2917973687912f3,,,sms,2012-05-09 00:00:48.0,,,1712c27ed4,33420c4250
2864,,25,,2609c19b546a9b5,0213e9112372379,,,sms,2012-05-09 00:00:48.0,,,32306c6b30,fb35d6b5d3
2865,,0,,6a52ba6514c8527,93343ba6e41af95,,,sms,2012-05-09 00:00:48.0,,,fe85d8d983,d0cd72cac5
2866,,25,,2f2c8bf622faf33,2f2c8bf622faf33,,,sms,2012-05-09 00:00:48.0,,,e28d098535,b569923906
2867,,50,,61e1f16a7e3b10e,c70cb2c916fd03d,,,sms,2012-05-09 00:00:48.0,,,7ee0e7c41d,8ded8a17b9
2868,,0,,a4819e19f049e27,6b7d6b229d4a2e9,,,sms,2012-05-09 00:00:48.0,,,91925a460e,d2de5847b1
2869,,25,,04c27cfa7d0672c,8fee0ead5ae92dc,,,sms,2012-05-09 00:00:48.0,,,97a7792b2a,f6ae0e2972
2870,,25,,eb0e822c9056861,2aeaac1a9159176,,,sms,2012-05-09 00:00:48.0,,,f8f987f764,651c6d67d4
2871,,7,,85fcabbd85d3484,8c557abf3163e2a,,,Voice,2012-05-09 00:00:48.0,,,03aed941ac,43a3260fc9
2872,,30,,99eaddf408c26f0,b2ca68bcc5b14e6,,,Voice,2012-05-09 00:00:48.0,,,fcfef4f0bb,251112666e
2873,,0,,9d850ffcff7be61,2236d4446e4678a,,,Voice,2012-05-09 00:00:48.0,,,6a9e2250cb,316869253b
2874,,0,,09d657b55bb29b7,55ad144fa74fddc,,,Voice,2012-05-09 00:00:48.0,,,4783127847,8cdff2a0a2
2875,,42,,f07a313e1acaa4f,da8ef99a7c17151,,,Voice,2012-05-09 00:00:48.0,,,9f847444ba,c07a544c63
2876,,20,,8af7c74fdd7f894,0630cc547f4d3cc,,,Voice,2012-05-09 00:00:48.0,,,ea23bd588b,af34115792
2877,,8,,b339e94190e5655,1a02bcf840e7965,,,Voice,2012-05-09 00:00:48.0,,,6cd1b62500,3f037c4bcc
2878,,21,,e2be738e2592395,04117d44e5d4a72,,,Voice,2012-05-09 00:00:48.0,,,7e6536f0d9,28bd917379
2879,,47,,93785ce61f16d4e,175d718e86d45d9,,,Voice,2012-05-09 00:00:48.0,,,5fb791cf56,65efe2bc62
2880,,0,,1c611059c454925,1de5538cac48019,,,Voice,2012-05-09 00:00:48.0,,,3f5d502beb,0ddd10fe3c
2881,,523,,080d87c2e60c320,b323d8eb63a34f8,,,Voice,2012-05-09 00:00:48.0,,,d250ec4e98,69bdfc69fd
2882,,484,,ecf336476e8ab9e,e53c1ff427bfd8a,,,Voice,2012-05-09 00:00:48.0,,,d04adb67fe,5d885a2b8d
2883,,0,,c136311078b09cd,1a49f8b0ded9de6,,,Voice,2012-05-09 00:00:48.0,,,59ee593a34,1989921eb1
2884,,5,,28298e0533d598e,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2885,,0,,c35ce6edc927be9,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2886,,24,,f4dcb2f2d85887d,8efc66e958c4fa5,,,Voice,2012-05-09 00:00:48.0,,,da87748aca,ce4fd4068e
2887,,0,,d6da568c893564b,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2888,,0,,233e05503229f4b,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2889,,0,,0072e8173d806c9,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2890,,0,,795c2a90bd8d442,5a4dc9e82deb309,,,data,2012-05-09 00:00:48.0,,,ffa6759bb2,
2891,,25,,8fd710ba4a10bf7,b57f1a04795d360,,,sms,2012-05-09 00:00:49.0,,,4a7047f1ba,dea1e52d3b
2892,,0,,97427abe5040f6e,e09e736e46c5c3d,,,sms,2012-05-09 00:00:49.0,,,943a2bc0bc,be954bdb76
2893,,0,,53d0fc2b33e1abd,93343ba6e41af95,,,sms,2012-05-09 00:00:49.0,,,e0532725f2,85e4a7d74c
2894,,0,,9de484c8913a394,c602cfecab588a4,,,sms,2012-05-09 00:00:49.0,,,da96896341,533d8c5a35
2895,,0,,22826f88d0c1eb5,71ae95653e95b8c,,,sms,2012-05-09 00:00:49.0,,,b4ddcc7f74,3ee452939f
2896,,0,,e291ae2768ae170,74a799466952788,,,sms,2012-05-09 00:00:49.0,,,93cf66f451,a8ed302b06
2897,,0,,9003ec3274c8d30,e09e736e46c5c3d,,,sms,2012-05-09 00:00:49.0,,,9f847444ba,c07a544c63
2898,,0,,42c345753ee0a99,0796eb6d5610cde,,,sms,2012-05-09 00:00:49.0,,,d3877ceeca,8cdff2a0a2
2899,,0,,74a227ee5ff20f4,9025fd2f118c9e6,,,sms,2012-05-09 00:00:49.0,,,e5e1285933,e9639876a8
2900,,50,,3a35075d572f42a,48b7797babb65da,,,sms,2012-05-09 00:00:49.0,,,57ffe34d97,84e3e7f10d
2901,,0,,6642722426f10de,d9b7c894385ac71,,,sms,2012-05-09 00:00:49.0,,,6381c01996,ef3841e458
2902,,0,,ddddd7a2fb0001b,41f816dea6700f8,,,sms,2012-05-09 00:00:49.0,,,d9afb695b7,17899e217a
2903,,0,,2130e787921c439,aaaf0e4bdec7311,,,sms,2012-05-09 00:00:49.0,,,f1d6730525,c14c2a780d
2904,,25,,9ba903064e51e76,88dd3b6ecd8cd9c,,,sms,2012-05-09 00:00:49.0,,,c497f58c1d,585a3bc66c
2905,,25,,e15c530ba0b8d9e,45faf1b42b20821,,,sms,2012-05-09 00:00:49.0,,,4b216dac9b,c2545171dc
2906,,0,,9d2adde630046ee,93343ba6e41af95,,,sms,2012-05-09 00:00:49.0,,,904a4d8fe6,c2a21f4ec1
2907,,0,,dc118542882de5e,23ba272af669cf2,,,sms,2012-05-09 00:00:49.0,,,f82cf7738e,480d936833
2908,,0,,880ac61d1936531,93343ba6e41af95,,,sms,2012-05-09 00:00:49.0,,,d3a0b68ba8,969b8d0e39
2909,,50,,c239a829fe482d5,1a94ee93c318b4a,,,sms,2012-05-09 00:00:49.0,,,ef264f7459,01c428bbac
2910,,0,,c9636aa207e54cd,55ad144fa74fddc,,,Voice,2012-05-09 00:00:49.0,,,1a753bd760,15234696d7
2911,,24,,39951cf2e8552d1,d8ecd8ea2f02a99,,,Voice,2012-05-09 00:00:49.0,,,ae3c1f202a,92d827bd96
2912,,22,,a0c362e72b2f62c,2ef8f25d1a3ffaf,,,Voice,2012-05-09 00:00:49.0,,,e21c9c8e36,d1809b909f
2913,,30,,79be82f6be39018,a18ff30161f21b4,,,Voice,2012-05-09 00:00:49.0,,,729b6b4b22,9411ac7df8
2914,,0,,ce27ae1dd3bd16a,e09e736e46c5c3d,,,sms,2012-05-09 00:00:49.0,,,1d8095f79e,3e46cdd0e8
2915,,33,,e0062faa7907b82,29cde8502dec10d,,,Voice,2012-05-09 00:00:49.0,,,d9e4753b7e,bdd8718fff
2916,,1,,8fea08d4e479090,143accc9e44d0bc,,,Voice,2012-05-09 00:00:49.0,,,6d906c6ae4,5e6d655129
2917,,70,,1bc2c6cac155d4a,9d6a99af266f431,,,Voice,2012-05-09 00:00:49.0,,,528676ee4a,2d43d99984
2918,,30,,dbe8266841e17d0,dfed2fc81a72df7,,,Voice,2012-05-09 00:00:49.0,,,f758b5f0cf,c1ccd3443b
2919,,24,,305d77c7aebd530,3dd8deb6871029e,,,Voice,2012-05-09 00:00:49.0,,,4b216dac9b,c2545171dc
2920,,154,,4c94a8b5d3d0e4e,76b3026a5fa855f,,,Voice,2012-05-09 00:00:49.0,,,f38d2f5161,c9cb7e8be0
2921,,7,,29aeced35358664,ae64504ba67909b,,,Voice,2012-05-09 00:00:49.0,,,ef7d7f4e3b,91e86be9a6
2922,,1,,e12d22cf40a40e7,99d6a752b93ac50,,,Voice,2012-05-09 00:00:49.0,,,779039de17,eaa695cbb8
2923,,0,,10442c0713a2096,1a49f8b0ded9de6,,,Voice,2012-05-09 00:00:49.0,,,07ed226112,334fdb9912
2924,,35,,9aa0b8bda7af023,ce623fe2bcd3f1c,,,Voice,2012-05-09 00:00:49.0,,,97438a08c6,7e3dc3e601
2925,,108,,8fecddbe32ea247,3057b3eaf309139,,,Voice,2012-05-09 00:00:49.0,,,034e373b45,7c96b03d1a
2926,,37,,4bfa5855e390066,cf155fd89ea8b73,,,Voice,2012-05-09 00:00:49.0,,,34ac6e4be2,7bb5edf329
2927,,0,,3e62ccd77e6ab06,ab9febf290ea618,,,Voice,2012-05-09 00:00:49.0,,,058e42d1ae,78d279198d
2928,,0,,abb7fde2cd7bfe4,5a4dc9e82deb309,,,data,2012-05-09 00:00:49.0,,,ffa6759bb2,
2929,,0,,ec661e4cc68e3ec,5a4dc9e82deb309,,,data,2012-05-09 00:00:49.0,,,ffa6759bb2,
2930,,0,,091fc0b93aad8e8,5a4dc9e82deb309,,,data,2012-05-09 00:00:49.0,,,ffa6759bb2,
2931,,0,,5f5fff2148796f9,5a4dc9e82deb309,,,data,2012-05-09 00:00:49.0,,,01MDiY5F89,01MDiY5F89
2932,,0,,fe6f6ec1d0714fd,5a4dc9e82deb309,,,data,2012-05-09 00:00:49.0,,,NhzjVR1/SP,NhzjVR1/SP
2933,,0,,8a4ad41bb45a5f1,c89c1dd7750a594,,,sms,2012-05-09 00:00:50.0,,,6hDV1hwf/K,6hDV1hwf/K
2934,,0,,e5be894097ac34f,4e985d5cf66b850,,,sms,2012-05-09 00:00:50.0,,,00d3a79b20,312bc23650
2935,,0,,2e9068295ae785a,1017170c4f4b358,,,sms,2012-05-09 00:00:50.0,,,a37bf6745c,84e3e7f10d
2936,,0,,1c93b1bc88dc932,20eeadb6de1af75,,,sms,2012-05-09 00:00:50.0,,,6b749a3b0f,533d8c5a35
2937,,0,,6b8f1b1d09107a7,aaaf0e4bdec7311,,,sms,2012-05-09 00:00:50.0,,,ae00876856,bc58a52936
2938,,0,,def10b7e9978788,3ff1f8db23685b2,,,sms,2012-05-09 00:00:50.0,,,8cee3d86a3,d06f40f9d5
2939,,0,,8ab8b9ed6989f61,e09e736e46c5c3d,,,sms,2012-05-09 00:00:50.0,,,03ee801971,7f76d66503
2940,,0,,825eb527ff5e1b7,e47412728ee9cda,,,sms,2012-05-09 00:00:50.0,,,d87c64e77e,daa1671776
2941,,0,,4b69cb414c8794b,da668dc1a983f6b,,,sms,2012-05-09 00:00:50.0,,,9f2025bbed,464083a6c2
2942,,0,,2c1f67461a3eeba,aaaf0e4bdec7311,,,sms,2012-05-09 00:00:50.0,,,e22b44de5a,5d885a2b8d
2943,,0,,499d3d4d3e99b95,e09e736e46c5c3d,,,sms,2012-05-09 00:00:50.0,,,d5652591d5,bcb0672194
2944,,0,,2a7b69b3697a4c7,93343ba6e41af95,,,sms,2012-05-09 00:00:50.0,,,c5f7dd987f,969b8d0e39
2945,,25,,35394336851cc9d,5df8ea8bd2101e7,,,sms,2012-05-09 00:00:50.0,,,5935c85c67,7fa72a1ee3
2946,,0,,99d837dba80583f,2917973687912f3,,,sms,2012-05-09 00:00:50.0,,,1712c27ed4,33420c4250
2947,,0,,408ae2dc4386183,e7d5b944d2edc49,,,sms,2012-05-09 00:00:50.0,,,899e46fbee,fd14c3c790
2948,,50,,d76805860348156,6dc2329722999b0,,,sms,2012-05-09 00:00:50.0,,,18ba0c44e5,f15bd5483f
2949,,25,,b9979d8a229c845,7f78fb1788dbca4,,,sms,2012-05-09 00:00:50.0,,,0c40b2e1aa,58657f2784
2950,,0,,db60f56a06e1e1e,fdb9ea352cb4a86,,,sms,2012-05-09 00:00:50.0,,,058e42d1ae,78d279198d
2951,,25,,3c347a6df28c811,77ced9367ae0dd2,,,sms,2012-05-09 00:00:50.0,,,57ffe34d97,84e3e7f10d
2952,,0,,5b6f26b5d0758fe,4e2fbf0369c8a22,,,sms,2012-05-09 00:00:50.0,,,55b8970644,ed05b53185
2953,,0,,4012ab665ff1e8f,f3d229c6501bd10,,,sms,2012-05-09 00:00:50.0,,,f252007208,9869791cee
2954,,80,,89a134d658c0e1b,5976b77904c01a7,,,Voice,2012-05-09 00:00:50.0,,,31e3922211,7e0f36f733
2955,,17,,44983f5eac749c6,c92d2da5e904fbc,,,Voice,2012-05-09 00:00:50.0,,,a18d0953df,e9639876a8
2956,,70,,f52675975335abe,5d39ea293a5cb00,,,Voice,2012-05-09 00:00:50.0,,,4cb70ebae5,cdabae1039
2957,,30,,829a71c3f12b5f6,22f7ecc9a4e3c54,,,Voice,2012-05-09 00:00:50.0,,,8052d4a842,f7d63a29e5
2958,,14,,76f452c18e5d70a,36d4f7fb814209b,,,Voice,2012-05-09 00:00:50.0,,,60d4453738,b5a37bf516
2959,,91,,a0da5f9b7f91a43,9826ca23529bc28,,,Voice,2012-05-09 00:00:50.0,,,f1503855b3,3497b071a7
2960,,392,,8ef9b4953b274e0,b9a4449dec923b4,,,Voice,2012-05-09 00:00:50.0,,,687f868757,487765ff90
2961,,0,,b2038cc6ad2a5d4,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2962,,0,,f83adbfa635c79e,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2963,,0,,5a761deb96e3a94,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2964,,0,,41b69ea60adc4ee,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2965,,0,,b90fde53ddba683,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2966,,0,,c46a50a2bb35a57,5a4dc9e82deb309,,,data,2012-05-09 00:00:50.0,,,ffa6759bb2,
2967,,50,,649a512a7f1d337,e2c1219fb97ff5f,,,sms,2012-05-09 00:00:51.0,,,2b31b50edc,c537983cd8
2968,,0,,c3455e59409aa70,ffdfaf0cd0aed10,,,sms,2012-05-09 00:00:51.0,,,46007ed334,f15bd5483f
2969,,0,,045a14285047016,ac28378e660087f,,,sms,2012-05-09 00:00:51.0,,,5098c9e365,75bef3291a
2970,,0,,7434f0b004d8696,8898c994079d791,,,sms,2012-05-09 00:00:51.0,,,15f5725977,c6bd18d180
2971,,0,,fe79dd9e442f965,93343ba6e41af95,,,sms,2012-05-09 00:00:51.0,,,fdfe4e8c70,bd13e1597d
2972,,0,,16b37c2ab1df862,71553fd65d6e343,,,sms,2012-05-09 00:00:51.0,,,86e48eb9c2,b7f8585aaa
2973,,0,,c542f54d66e7f54,5f128b162cf35a9,,,sms,2012-05-09 00:00:51.0,,,485ef0de75,5d5b23bfed
2974,,0,,8f72b21cdb0c11c,bccfb2d104ce34e,,,sms,2012-05-09 00:00:51.0,,,a7dff74777,b47a998a3e
2975,,0,,b5315b446fc205a,8dda779edead379,,,sms,2012-05-09 00:00:51.0,,,42f7c74041,1ed7b897b7
2976,,0,,60badd5d574cf89,26c8f9444f8a094,,,sms,2012-05-09 00:00:51.0,,,54983155d8,b569923906
2977,,25,,e5b12824cca7842,335f1fdf5c14b64,,,sms,2012-05-09 00:00:51.0,,,b1adfda1f4,8ae14499cc
2978,,0,,b65f66435bcfae1,f57b52057b6f987,,,sms,2012-05-09 00:00:51.0,,,2a79da3e07,56306cc7ca
2979,,25,,dc3de15877107c8,d6508257b08c68b,,,sms,2012-05-09 00:00:51.0,,,ee1827b176,5c901ca57a
2980,,25,,f655d233c774cae,0e643063a49e0ba,,,sms,2012-05-09 00:00:51.0,,,9f3f4322cf,1c7edd2f30
2981,,0,,668694db8725210,122a75e267e2263,,,sms,2012-05-09 00:00:51.0,,,f582c72524,0a7abc8330
2982,,25,,dbb6d1bd132db8a,ade86ac23e8849c,,,sms,2012-05-09 00:00:51.0,,,1479b0d550,d7a531cfa8
2983,,0,,460a66e8d184025,9f1c32cdc43ec5a,,,sms,2012-05-09 00:00:51.0,,,7f50d052bb,ef51d8b174
2984,,25,,16f659d930fa368,888ebc50b7eb82b,,,sms,2012-05-09 00:00:51.0,,,50a1aa3c04,64ea988424
2985,,25,,3c5aecf12a41f29,479c273f34b22e3,,,sms,2012-05-09 00:00:51.0,,,ae5719e1fe,11e254d6b7
2986,,0,,0807fa6d2a377fc,ede3198040124ab,,,sms,2012-05-09 00:00:51.0,,,32b36c0459,200a092e1c
2987,,25,,4da75f54eb8d48d,f4107532e099710,,,sms,2012-05-09 00:00:51.0,,,855fdf0ecd,bee752ed00
2988,,25,,e564e17e5783dc3,49048b4b0c53054,,,sms,2012-05-09 00:00:51.0,,,63acd2daa9,ef51d8b174
2989,,0,,caaab11209d4096,eb6e55ddc00d15c,,,sms,2012-05-09 00:00:51.0,,,7ea7f9e5ec,5c565fbfb1
2990,,25,,b211d32fe77bb4a,b82a658ffd089e2,,,sms,2012-05-09 00:00:51.0,,,19c95a8eca,ba8ce6e4ef
2991,,0,,1d433dea31feb64,3fa78f71cb8942c,,,sms,2012-05-09 00:00:51.0,,,843802f48a,029ef38f0b
2992,,0,,c0c17a3a498181d,8d2e91584f96122,,,sms,2012-05-09 00:00:51.0,,,b78724d6fc,ea07812c27
2993,,303,,0e93cd09038378e,efff3c35763c0db,,,Voice,2012-05-09 00:00:51.0,,,baa72a53a9,09de0e9054
2994,,19,,1253df1db62cea2,f6abf3f6665d721,,,Voice,2012-05-09 00:00:51.0,,,10ae6c0752,0f34c36ac5
2995,,1,,2b9fae1f01ce600,e6a8d33b99fd087,,,Voice,2012-05-09 00:00:51.0,,,ae0d078ccf,a314c5ec32
2996,,1,,f3e7f3b9a3a3a0f,d1aa424fd5e404a,,,Voice,2012-05-09 00:00:51.0,,,c1655451f8,018c57e9b9
2997,,27,,7c4659f418f5b1f,1f51f58fd836435,,,Voice,2012-05-09 00:00:51.0,,,706d8914d0,22389546ec
2998,,0,,28dbbe4d18f827a,55ad144fa74fddc,,,Voice,2012-05-09 00:00:51.0,,,7a5cd39fe5,2e335d2f79
2999,,50,,eef05ca6d4c2c5a,fcd88e143f07c43,,,Voice,2012-05-09 00:00:51.0,,,6228bacd44,2a61d9a98c
